"star","title","author","date","info_2","info_3","product","date_scraped","verfied","days_to_review","star_rating"
"4.0 out of 5 stars","So far so good.","JT","3-10-2013","Size: 1 Pack|Verified Purchase","This thermostat was a good price, had decent ratings, and had the features I wanted. So far, it's done everything I need it to. I'm not sure if I'd agree that it's as simple to program as other people have said. I figured it out, but it seems like it could still be confusing to people. If you never figured out how to make your VCR stop flashing 12:00, this may still be tricky for you. The good news is, you can ask your 5 year old kid to program it for you!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","An E-A-S-Y instal!!","R. L. Taylor","4-5-2014","Size: 1 Pack|Verified Purchase","I was somewhat hesitant about buying/installing this thermostat!!My system was on the blink and I thought it was my older Honeywell thermostat on the fritz. I installed this after waking up to a house that was 44¬∫!! The instructions were simple and straight forward, install was completed within 1/2 an hour. Alas, the thermostat wasn't the problem:I had dirty contacts to the heating elements!!The installation manual provides several different configurations - it was needed as my configuration was slightly different from the ""standard"" one. One caveat - you'll need precision screwdrivers!!The programming is simple and a plus I wasn't really looking for. I use the factory setting(s) and will over-ride the thermostat when I want it hotter in my house - I'm sure I will do the same as far as cooling when the weather gets warmer.I great deal overall...","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Good solution if you need to replace a two-wire thermostat.","Reviewer Pro","7-23-2016","Size: 1 Pack|Verified Purchase","My apartment's thermostat has gone ""kaput"" and I decided to replace it myself with the permission of my landlord. He gave me the go-ahead when I told him it would only be $25.The directions were very clear, and thankfully, the old unit I was disconnecting had its terminals marked ?ì¬†I was able to very easily label the wires using the provided label sheet and re-connect them to this new Honeywell unit.There are a few things about this unit that preclude me from giving me a five-star review. Firstly, the inside clips holding the middle plastic panel to the front panel are poorly designed. They don't fasten very well. Next, the thermostat read 80+ degrees (F) for at least a half-hour after I installed it. No, the package wasn't sitting outside in the heat before I brought it in. Eventually it read the proper ambient temperature compared to some meat/brewing thermometers I had sitting around. Lastly, the LCD panel seems to have some sort of dirt or dust from the factory in the lower-right corner. None of these issues make the unit less functional, but it is a clear reminder of how little it costs. Shrug.In the end, I had no issues installing it and it operates my heater (a hydronic/radiant heater, for those in suspense) without issue.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","We shall see !? ;)","Amazon Customer","11-6-2015","Size: 1 Pack|Verified Purchase","Honestly i have not installed my Honeywell Thermostat yet so i can not say 1st hand. However, I do hear by word of mouth that these are fantastic devices!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Extremely Sensitive Control","LarryZ","1-29-2014","Size: 1 Pack","I bought this model to replace my old, hard-to-program thermostat. Very simple. Easy to install. Easy to program. Did it all in lessthan a half hour. Very precise temperature control. Maintains temperature to 1 degree. Wherein, there is the rub.When they say maintains temperature to +/- 1 degree, they mean 1 degree. At whatever temperature you set, if your room temperature changes by 1 degree, your furnace goes on. When it recovers that 1 degree, it shuts off. I have seen my furnace go on and run for three minutes and shut off. Three minutes later, it goes on again and repeats the cycle. It does this continuously until the next set-back.My electric bill has gone up 50% due to the frequent cycling, and my gas bill went up 30%. All due to the frequent cycling of the system.I suggest you opt for a thermostat that has a 2-3 degree cycle range. It will still maintain a comfortable temperature without running as frequently.","Honeywell_RTH2300B1012_E1","2018-01-31","no",NA,4
"1.0 out of 5 stars","Honeywell has fallen from being a good company to another outsourced, underwhelming, purveyor of substandard products.","Dr. John","2-27-2015","Size: 1 Pack","I am concerned that Honeywell has gone the way of Sunbeem and other iconic US brands. I bought one of these at my local blue home center.  While it seems to work, the LCD display is bad. When illuminated, it looks dirty in the bottom right corner. I called customer service, after the requisite trouble shooting and talking with a ""supervisor"" and sending a pic of the LCD they did send me a new one. The new one arrived today, sadly it has the same issue. I tried to call the corporate office to tell them, but was unable to speak to anyone. I think they need to know that they must have a bad batch of LCDs.Well it appears that another fine company has succummed to corporate greed and poor product support The outsourced CS is as you would expect. Poor!  I am unfortunately unable to recommend this or any other Honeywell product.","Honeywell_RTH2300B1012_E1","2018-01-31","no",NA,1
"4.0 out of 5 stars","Easy to install, works great","John S. Parke","6-5-2017","Size: 1 Pack|Verified Purchase","I research every product that I buy online. After reading several reviews, I concluded that this was the best choice for my needs. I have a gas furnace and electric central AC. My old thermostat was calibrated about 2 degrees too warm, and there was no way to fix it, so for $23, it was worth buying a replacement. I looked at Lowes, but I didn't see this exact model in the store.I had never replaced a thermostat before, but this was extremely easy. I had my toolbox ready, including a small precision screwdriver, & it took me 7 minutes to install it. There are countless YouTube videos explaining how it's done, but the manual instructions are sufficient.The thermostat works great! It is simple to use. Programming it also dead simple. I like the fact that it doesn't have a hinged door that you have to open. All the buttons are always visible and easily accessible.The only reason I withheld a star in my rating is that the green LED screen has a bit of a smudgy looking flaw in the right 1/3 corner. It's not noticeable unless the screen is lit, but it's still a flaw, so I can't give it 5 stars. However, it works, it's easy to install, & the price is right. I would buy it again.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Need a watch battery screwdriver but otherwise easy install...other issues","VitaT","11-21-2016","Size: 1 Pack|Verified Purchase","I replaced an ancient Honeywell round thermostat with this one.  I was initially going to purchase a much more expensive model to hide the cabling better but  I just put this on top of the old gold faceplate that came with the old honeywell thermostat.  Looks fine.  It took about 15 minutes to install.  The tools you will need:-Ideally a power drill or impact drill with a  phillips bit to remove screws, and install new screws- a watch battery screwdriver to connect the black and white cables.- The box does not come with one.After six months I noticed real savings.  Be patient.After two months of using this unit, there were no cost savings.  I just didn't have to adjust the thermostat each morning and evening.  What did happen is that this caused my ancient boiler to run inefficiently (the boiler would come off and on consistently when cold) causing my gas bill to go up significantly.  The aquastat had to be adjusted and the low setting and differential were decreased by a homeservice heating professional.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"1.0 out of 5 stars","Stopped working after 8 months","KaraBee","8-6-2015","Size: 1 Pack|Verified Purchase","First off, right out of the box, the display had some black digital particles in one corner, ugly, but did not effect the functionality, just visually disappointing. Secondly and most importantly, this thermostat did not last. I bought this in January and it stopped working in August. I live in TX and August is not the time of year for the A/C to stop working! I noticed the issue one day when I set the temperature to 75 when it was 88 outside the A/C kicked on for two minutes and then off, but my condenser outside never shut off! Just the inside fan keeps going on for about 2 minutes and then suddenly off and on all night, all the time never getting down 75. I thought maybe I was working the A/C too hard, maybe it froze over, so I turned it off for the rest off the night and all day and turned it on the next evening, same issue. I checked the coils and everything I could think of to see what was wrong, and nothing. So I turned off the thermostat again and the a/c kicks on again even though my thermostat is in the off position! I checked all the wires and connections, nothing wrong with it, so what gives? The temps are going to be in the 100's the next few days or weeks even, so I got a new thermostat at the Home Depot, and everything is working fine! Not sure if the one I got was a knock off or what, but it was definitely something wrong with this thermostat, what a waste of $$!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"4.0 out of 5 stars","Great value and unit with a slight modification required because of shabby manufacturing","slugmanjj","1-27-2018","Size: 1 Pack","As a thermostat, it is easy to use and install.  Our old thermostat died and I used the supplied labels, marked the wires and it works on the old 4 wire system.  The only issue (and I have read this before), is when you take the back off to insert the batteries, the entire unit fell apart with the display, buttons, etc, all coming apart.  I have read that many people said upon initial set up out of the box the unit was broken.  It is actually not broken, but has bad assembly for a good engineered product.  Assembled out of USA.  If you can put that parts back together, then remove the back.  You should be able to hot glue the sides (after installing the batteries) and the unit will hold together.  I did this and have tested successfully.  It is hard to rate this because mechanically, it works perfect, but their assembly is HORRIBLE.  Buy it, get a hot glue gun and for $20 you are ready to go.  Honeywell should really look at their assembly plant on this one as it is a great product being killed by bad assembly.  Just my two cents.","Honeywell_RTH2300B1012_E1","2018-01-31","no",NA,4
